"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ANPK5YYT","presentation","2022","Meyer, G. J.; Pimentel, R. P. F. A.; Pianowski, G.","Avanços digitais na aplicação do teste de Rorschach: Desenvolvimento do aplicativo de administração do R-PAS (Digital advances in the administration of the Rorschach test: Development of the R-PAS administration app)","","","","","","","2022-05-13","2022-05-09 18:03:32","2022-05-09 22:40:30","","","","","","","","","","","","","","Online","","All rights reserved","Coordenated Session","","","","","In Uso clinico e avanços psicométricos do R-PAS para uso remoto (Clinical use and psychometric advances of the R-PAS for remote use) [Coordenated Session].","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","X Congresso da ASBRo (X ASBRo Congress)","","","","","","","","","","","","","","","",""
"6GVMPNIY","presentation","2021","Pimentel, R. P. F. A.; Villemor-Amaral, A. E.","The Pfister colored pyramid test and its use in C/TA","","","","","","","2021-10","2022-05-09 21:07:47","2022-05-09 21:10:27","","","","","","","","","","","","","","Online","","All rights reserved","Paper Presentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CTAC – Collaborative/Therapeutic Assessment Conference 2021","","","","","","","","","","","","","","","",""
"CYHDYXGA","presentation","2021","Pimentel, R. P. F. A.","Opções e Desafios da pesquisa com Testes de Perfomance em tempos pandêmicos (Options and Challenges of Research with Performance Tests in Pandemic Times)","","","","","","","2021-10-23","2022-05-09 19:54:33","2022-05-09 20:08:06","","","","","","","","","","","","","","Online","","All rights reserved","guest speaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASBRo monthly meeting","","","","","","","","","","","","","","","",""
"UJ7UFDPM","presentation","2021","Herzog, N. K.; Pimentel, R. P. F. A.; Rooney","Beyond the ‘Mask Wars’: Cross-national comparison of health protective behaviors, government compliance, and empathy","","","","","","","2021-10","2022-05-09 19:54:58","2022-05-09 20:00:16","","","","","","","","","","","","","","","","All rights reserved","Conference Presentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 APHA Annual Meeting","","","","","","","","","","","","","","","",""
"GWSCSWR5","presentation","2021","Pimentel, R. P. F. A.; Herzog, K. H.; Rooney, E.","One for All and All for One: Culture, Personality, and Governmental Policies Predicting Mask-Wearing in an International Sample","","","","","","","2021-10","2022-05-09 19:52:44","2022-05-09 19:54:26","","","","","","","","","","","","","","Online","","All rights reserved","Paper Presentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 APHA Annual Meeting","","","","","","","","","","","","","","","",""
"JE483IZE","presentation","2022","Pianowski, G.; Meyer, G. J.; Pimentel, R. P. F. A.","Aplicativo de administração remota do R-PAS: Dados preliminares de equivalência (R-PAS Remote Administration Application: Preliminary equivalence data)","","","","","","","2022-03-13","2022-05-09 17:59:54","2022-05-09 18:08:45","","","","","","","","","","","","","","Online","","All rights reserved","Coordenated Session","","","","","In Uso clinico e avanços psicométricos do R-PAS para uso remoto (Clinical use and psychometric advances of the R-PAS for remote use) [Coordenated Session].","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","X Congresso da ASBRo (X ASBRo Congress)","","","","","","","","","","","","","","","",""
"6VFVNRZ8","presentation","2022","Pimentel, R. P. F. A.; Kiss, A. B.; Mihura, J. L.; Meyer, Gregory J.; Kletzka, N; Eblin, J. J.","Comparing committed Forensic Inpatients to Non-Patients Instructed to Malinger Insanity of Not Using Scores from the Rorschach task and Self-report","","","","","https://spa-convention.org/2022/02/07/new-advances-in-malingering-research-and-symptom-validity-assessment/","","2022-03-11","2021-09-06 23:46:41","2022-05-09 17:58:57","","","","","","","","","","","","","","Chicago","","Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)","Conference Symposium","","","","","In L. Giromini (Chair), Rorschach Markers of Emotional Distress and Dysregulation [Symposium]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 Society for Personality Assessment Convention","","","","","","","","","","","","","","","",""
"8S7PCKZH","presentation","2022","Pimentel, R. P. F. A.; Meyer, G. J.; Guimarães-Neto, A.; Vieira, Philipe Gomes; Villemor-Amaral, A. E.","Comparing Patients with Schizophrenia to Non-Patients Instructed to Malinger Insanity or Not Using Scores from the Rorschach Task and Self-Report","","","","","https://spa-convention.org/2022/02/07/new-advances-in-malingering-research-and-symptom-validity-assessment/","","2022-03-11","2022-05-09 17:20:48","2022-05-09 17:58:46","","","","","","","","","","","","","","Chicago","","All rights reserved","Conference Symposium","","","","","In L. Giromini (Chair), Rorschach Markers of Emotional Distress and Dysregulation [Symposium]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 Society for Personality Assessment Convention","","","","","","","","","","","","","","","",""
"58L3DHQ6","presentation","2022","O’Donoghue, Elizabeth M.; Meyer, G. J.; Pimentel, R. P. F. A.; Mihura, J. L.","Assessing Potential R-PAS Score Differences for In-Person and Remote Administration","","","","","https://spa-convention.org/2022/02/07/annual-update-on-experimental-and-neurophysiological-rorschach-research/","The utility of the R-PAS can be demonstrated by association to extra-test behaviors. This study examines R-PAS variables in the context of a human face processing task in which participants are asked to discern facial emotions after brief presentations of faces. The R-PAS assists in understanding participants’ information acquisition strategies.","2022-03-12","2022-05-09 17:24:47","2022-05-09 17:58:09","","","","","","","","","","","","","","Chicago","","All rights reserved","Conference Symposium","","","","","In L. Giromini & Dauphin (Chairs) Annual Update on Experimental and Neurophysiological Rorschach Research [Symposium]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 Society for Personality Assessment Convention","","","","","","","","","","","","","","","",""
"ULS7WA94","thesis","2022","Kiss, Andrea; Mihura, J.L.; Meyer, G. J.; Pimentel, R. P. F. A.; Klezka, Nicole","Comparing committed forensic inpatients to nonpatients instructed to malinger insanity or not using scores from the Rorschach task and self-report","","","","","","","2022","2022-01-15 18:21:41","2022-04-20 13:39:27","","","","","","","","","","","","","Department of Psychology, University of Toledo","","","All rights reserved","Manuscript in preparation","","","","","","","/Users/ruampimentel/Library/CloudStorage/OneDrive-UniversityofToledo/Books and Papers/Kiss et al (2022) Comparing committed forensic inpatients to nonpatients instructed to malinger insanity or not using scores from the Rorschach task and self-report.pdf","","Rorschach; malingering; R-PAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS6U3Y7E","journalArticle","2021","Pimentel, Ruam; Meyer, Gregory; Pianowski, Giselle; Open Science Framework","Assessing manifestations of depressive behavior during the Rorschach task","","","","10.17605/OSF.IO/SXKGV","https://osf.io/sxkgv/","Assessing depression efficiently and reliably should lead to treatment that is more successful. Being able to assess depression and depressive manifestations with standardized measures both explicitly via self-report and implicitly via observed behavior on a psychologically relevant performance task should lead to a more complete understanding of a person’s psychological state. The most evident characteristic of depressive patients is a pattern of negative affective states. However, depression also manifests in self-critical or helpless behaviors (e.g., Beck et al., 1983; Blatt et al., 1982; Luyten &amp; Blatt, 2013). Like with most psychological characteristics, psychologists commonly use self-report inventories to assess self-criticalness and helplessness. However, behavior and imagery derived from the Rorschach task have been used to successfully assess mental and affective states, including with evidence of reasonable support for assessing manifestations of depression (Mihura et al., 2013). Here, we aim to test the potential value of new scales derived from the Rorschach task to assess depressive manifestations or their likely antithesis in behaviors and expressions that are counter to depressive states. The scale of Self-Critical and Helpless Behavior (SCHB) counts behaviors that appear to be instances of self-criticism or anxious neediness. In contrast, Elevated Mood States (EMS) and Pleasant or Appealing Expressions (PAE) count behaviors, reactions, or perceptions indicative of happiness, fun, energy, and pleasantness. Using these scales, our aim is to predict clinician rated depressive symptoms (using the Structured Clinical Interview for the DSM-III-R Patient Version [SCID-P] and Brief Psychiatric Rating Scale [BPRS-18]) and evaluate their ability to predict additional variance over a Rorschach variable previously validated as a marker of depression. As a secondary aim, we will evaluate whether the new scales differentiate patients diagnosed with a current major depression (CMD) from patients with other diagnoses. These analyses will be made using an archival sample of 70 inpatients with major depression (n = 20), schizophrenia (n = 22), or schizoaffective disorder (n = 28, n = 16 depressive type and n = 12 bipolar type). Specifically, we hypothesize that depressive symptoms will correlate positively with SCHB, and negatively with EMS and PAE, and they will add incrementally to a score quantifying morbid imagery. Although we predict a negative association between depression and EMS and PAE, we recognize that some patients, perhaps particularly those actively engaged in treatment, may elevate on those measures as part of a compensatory effort to establish a more positive psychological equilibrium. We also hypothesize that patients with a CMD diagnosis or a depressive type of schizoaffective disorder will present more SCHB, and less EMS and PAE than patients with a bipolar type of schizoaffective disorder, who in turn will have more SCHB and less EMS and PAE than patients with schizophrenia. Consistent with DSM-5, we will place patients with the depressed type of schizoaffective disorder in the CMD group only if they meet CMD Criterion A1 (depressed mood). Additionally, we will ensure that they meet either Criterion A7 (worthlessness or guilt) or A9 (thoughts of death or suicide) in order to ensure potential negative symptoms of schizophrenia do not qualify a patient for the diagnosis of schizoaffective disorder, depressed type. REFERENCES Beck, A. T., Epstein, N., &amp; Harrison, R. (1983). Cognitions, attitudes and personality dimensions in depression. British Journal of Cognitive Psychotherapy, 1(1), 1–16. Blatt, S. J., Quinlan, D. M., Chevron, E. S., McDonald, C., &amp; Zuroff, D. (1982). Dependency and self-criticism: Psychological dimensions of depression. Journal of Consulting and Clinical Psychology, 50(1), 113–124. https://doi.org/10.1037/0022-006X.50.1.113 Exner, J. E. (2003). The Rorschach: A comprehensive system (4th ed.). New York, NY: Wiley. Luyten, P., &amp; Blatt, S. J. (2013). Interpersonal relatedness and self-definition in normal and disrupted personality development: Retrospect and prospect. American Psychologist, 68(3), 172–183. https://doi.org/10.1037/a0032243 Meyer, G. J., Viglione, D. J., Mihura, J. L., Erard, R. E., &amp; Erdberg, P. (2011). Rorschach Performance Assessment System: Administration, coding, interpretation, and technical manual. Toledo, OH: Rorschach Performance Assessment System. Mihura, J. L., Meyer, G. J., Dumitrascu, N., &amp; Bombel, G. (2013). The validity of individual Rorschach variables: Systematic reviews and meta-analyses of the comprehensive system. Psychological Bulletin, 139(3), 548–605. https://doi.org/10.1037/a0029406","2021-02-20","2022-09-05 15:35:45","2022-09-05 15:36:40","2022-09-05 15:35:45","","","","","","","","","","","","","","","CC-By Attribution-NonCommercial-NoDerivatives 4.0 International","","","","DOI.org (Datacite)","","Publisher: Open Science Framework","","","","","Rorschach; Psychology; Depression; Clinical Psychology; BPRS; DSM-III-R; FOS: Psychology; SCID; Social and Behavioral Sciences","","","","Open Science Framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PJA35VRJ","presentation","2022","O'Donoghue, E.; Pimentel, R. P. F. A.; Meyer, G. J.","Assessing Potential R-PAS Score Differences for Inperson and Remote Administration","","","","","https://rorschachgeneva2021.org/isr-2022-programme/","","2022-07-13","2022-07-28 00:02:16","2022-07-28 00:03:43","","","","","","","","","","","","","","Geneva","","All rights reserved","Conference Symposium","","","","","In L. Meyer (Chair), Recent Research on the Rorschach Performance Assessment System (R-PAS) [Symposium]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XXIII congress of the International Society for the Rorschach and Projective Methods - 2022","","","","","","","","","","","","","","","",""
"RL94YFVM","presentation","2022","Pimentel, R. P. F. A.; Meyer, G. J.","Rorschach and Depressive Behaviors: Potential depressive related behaviors discriminating patients with and without depressive symptoms and controls","","","","","https://rorschachgeneva2021.org/isr-2022-programme/","","2022-07-13","2022-07-27 23:54:37","2022-07-28 00:00:46","","","","","","","","","","","","","","Geneva","","All rights reserved","Conference Symposium","","","","","In L. Meyer (Chair), Recent Research on the Rorschach Performance Assessment System (R-PAS) [Symposium]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XXIII congress of the International Society for the Rorschach and Projective Methods - 2022","","","","","","","","","","","","","","","",""
"ZR7KA5WQ","presentation","2021","Pianowski, G.; Pimentel, R. P. F. A.; Gomes, Gabriel Vitor A.; Salgado, M.","Sistema de Avaliação por Performance no Rorschach Itermediário: Administração e Codifição (Intermediate Rorschach Performance Assessment System: Administration and Coding)","","","","","","","2021-09","2022-05-09 22:58:36","2022-05-09 23:12:44","","","","","","","","","","","","","","Online","","All rights reserved","12hrs Workshop","","","","","","","","","workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hogrefe Brazil","","","","","","","","","","","","","","","",""
"TQ2YXSYB","journalArticle","2022","Pianowski, Giselle; Giromini, Luciano; Pimentel, Ruam P. F. A.; Gonçalves, André Pereira; Machado, Gisele Magarotto; Hosseininasab, Abufazel; Alghraibeh, Ahmad M.; Brusadelli, Emanuela; Rooney, Emily Anne; Colombarolli, Maíra Stivaleti; Tajamolian, Meysam; Herzog, Noelle Kaleki; Rusconi, Patrice; Kelly, Peter; Zare, Shakour; Ales, Francesca; Pignolo, Claudia; Andò, Agata; Zennaro, Alessandro; Di Girolamo, Marzia; de Francisco Carvalho, Lucas","Cross‐cultural investigation from nine countries on the associations of antisocial traits and the <span style=""font-variant:small-caps;"">WHO</span> 's containment measures for the <span style=""font-variant:small-caps;"">COVID</span> ‐19 pandemic","Scandinavian Journal of Psychology","","0036-5564, 1467-9450","10.1111/sjop.12869","https://onlinelibrary.wiley.com/doi/10.1111/sjop.12869","","2022-10-14","2022-10-15 16:20:47","2023-02-17 02:45:36","2022-10-15 16:20:47","sjop.12869","","","","","Scandinavian J Psychology","Cross‐cultural investigation from nine countries on the associations of antisocial traits and the <span style=""font-variant","","","","","","","en","All rights reserved","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHCE7PRZ","thesis","2021","Meyer, G. J.; Zuanazzi, A. C.; Gonçalves, A. P.; Pianowski, G.; Pimentel, R. P. F. A.","Self-Critical and Helpless Reassurance Seeking Depressive Behavior Expressed During the Rorschach Task (SCHB)","","","","","","","2021","2023-01-09 19:04:54","2023-01-21 17:30:11","","","","","","","","","","","","","Department of Psychology, University of Toledo","","","All rights reserved","Unpublished scoring manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBSHVB6M","thesis","2021","Meyer, G. J.; Pianowski, G.; Pimentel, R. P. F. A.; Zuanazzi, A. C.","Pleasant or Appealing Expressions (PAE)","","","","","","","2021","2023-01-09 19:08:30","2023-01-21 17:27:21","","","","","","","","","","","","","Department of Psychology, University of Toledo","","","All rights reserved","Unpublished scoring manual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
